ID,Label,Gloss
B506,anturmangan,sejenis pohon cemara yang bergetah banyak.
B507,antus,antus; mangantusi: mengerti; paham; memaklumi; masiantusan: saling mengerti; saling memahami; ndang haantusan ahu: tak terpahamiku; pangantusion: da-ya paham; antusan: dapat di-pahami.
B508,antus; hantus attus,tersimpulkan
B509,anu,anu; sianu: anu; sianu; si polan yang namanya tidak bisa atau tidak mau disebut; si anu mandok: si anu yang mengatakan.
B510,aoangaoang,aoangaoang; awang-awang; langit; angkasa; udara di atas kita.
B511,aok,aok=aek.
B512,aok-aok,perilaku tidak tenang
B513,aol,aol; maolaol: bergoyang kian ke mari tetapi satu sisi terikat contoh satu balok yang diikat sebelah; lihat: meoleol.
B514,aor,aor; maor: tidak tenang; bergerak kian ke mari; maoraor: berkeliaran; selalu berpaling (tentang orang sakit); tidak tenang; ngelitis; juga tentang roh: labil; tidak tetap; lalap maor ho: ngelitis saja kau; sebentar-sebentar memulai dengan sesuatu tetapi tidak bisa menyelesaikannya; mangaor eme: mengacau; menggerayangi padi yang sedang dijemur lihat: haor: dan paor.
B515,aos,aos; maos: aus; habis dipakai contoh mata uang logam tidak nampak lagi gambarannya; juga dikatakan tentang peralatan; yang sering dan lama dipakai; hata maos: kata-kata klise.
B516,aot,aot; maotaot: bertualang; mengembara kemana mana; berkeliling-keliling; paraotaotan: hal pertualangan; mangaothon tangan: meraihkan tangan; meraba-raba.
B517,aoto,jadi bodoh
B518,apa,apa = ama dan damang.
B519,apala,partikel; nafi yang diperkuat. i. apala (ditempatkan pada awal kalimat) samasekali tidak: seolah-olah; apala donganku ibana: seolah-olah ia temanku; yaitu samasekali tidak demikian; apala huboto: seolah-olah saya tahu; sama sekali saya tidak tahu. ii. apala (partikel pengeras) sungguh-sungguh; justru; apala ho do mandok i: justru kaulah yang mengatakan itu; ruma apala na bolon: rumah yang luar biasa besarnya; apala na uli: cantik sekali; habahaba siapala utus: topan sangat dahsyat.
B520,apala hami dope ibana,dia masih saudara dekat kami.
B521,apar; apala,hanya; dekat sekali; kandung
B522,apas,apas; mangapasi: menganggap remeh; melecehkan; merendahkan; lihat: epes.
B523,ape,daun-daun yang tergantung layu pada batangnya; marapean: layu bergantungan pada jumlah besar.
B524,api,api; hau api; apiapi korek api; api naroko: api neraka; marapi: berapi; dolok na marapi: gunung berapi; kopal api: kapal motor; hureta api: kereta api; parapian; tempatmasak di dapur; na di api: wanita baru bersalin harus dekat api untuk berpeluh; huduk api: memunggungi api; yaitu baru melahirkan anak; tulong api: ular api; yang kepalanya dan ekornya merah warnanya; na so marapidiut: tak padam-padam marah; benci atau beraninya; dipangan api: terbakar; dimakan api; pagalak api: menyalakan api; api na so haintopan: api yang tak terpadamkan; apiapi: sejenis pohon yang kayunya merah dan dapat dipakai untuk menjadi papan.
B525,apian,apian; mangapian (di) menginginkan hal seperti orang lain tanpa cemburu; lihat: hapian.
B526,apil,apil; mangapil: menghafal; be-lajar; pangapilon: upaya meng-hafal; bilut pangapilon: ruang belajar.
B527,apir,apir; mapirapir: tertinggal sendirian.
B528,apiung,sejenis tembakau.
B529,apo,apo; mangapoi; mangapoapoi: menegur; mendorong; menyemangati; mengajak supaya rajin; memotivasikan; apoapo: kata penghibur; dorongan; motivasi; teguran; pangapoion: hal menegur; motivasi; animasi; ulos pangapo: hadiah dalam bentuk uang atau tanah yang diberikan oleh parboru kepada adik menantu laki-lakinya karena bersedia mengawini anak puterinya yang sudah janda; ia menikahi janda itu tanpa mahar; seolah-olah ia mewarisinya.
B530,apo-apo,bujuk agar turut
B531,apo-apoi,membujuk agar tak menolak terus.
B532,apol,demikian letaknya sehingga orang harus jatuh di atasnya; letaknya mengganjal; bersifat menghalang; mapol; na apol: terganggu; bersifat menghalang; ndang adong na apol: mulus; tanpa cela mengenai kulit tubuh.
B533,apor,apor; maporapor; sesuatu yang tersangkut dalam kerongkongan.
B534,apul,apul; mangapul: menghibur; mangapuli: menghibur orang; apulapul: penghiburan; pangapulon: cara atau upaya penghiburan; siapul; pangapul: peng- hibur.
B535,apus,hapus; terhapus; basmi; apus ahu: (sumpah biasa) mampus aku; kalau aku.....; apusapus: penghapus; lap; atau apa saja yang dipakai menghapus; mangapusi: menghapus; membersihkan dengan lap; sai apus ma ho songon tangan binurian: kutukan; terkutuklah kau seperti kotoran tangan dibersihkan; persetan kamu; mangapus hoda: hajat syukuran dari satu daerah membasuh dan mengurapi kuda dengan unte pangir (jeruk purut) demi memohon berkat dewata; kuda itu tidak boleh dijual lagi. biasanya seluruh negeri membawa persembahan yang diikuti dengan pesta jamuan makan.
B536,ara,ara; mangarahon: mengajak untuk turut bekerja atau pergi ke pesta; lihat: ara.
B537,aran,menurun sedikit contoh tentang sudut jatuhnya air sungai.
B538,arang,kayu arang; batu arang: arang; p.b.: suda arang so himpal bosi: arang habis besi belum tertempa; artinya: usaha besar-besaran tetapi tidak ada hasilnya.
B539,arap,arap; mangarap: menanti-nantikan. lihat: arop.
B540,arar,tongkat; kayu penjolok; galah; mangararhon: memakai tongkat untuk menghalau; siarari: galah panjang; tongkat panjang.
B541,arar; alar,galah
B542,aras,aras; i. maras: merasa kasihan; prihatin; bersedih karena melihat:at; mendengar tentang kesusahan orang lain. ii. tulang punggung dalam bahasa tenung.
B543,arauga,sepasang kerbau dipakai membajak sawah
B544,arbab,rebab
B545,arbalean,lahan yang agak luas bisa untuk rapat besar dan olahraga.
B546,arbe,arbe; marbearbe: bergantung-gantung mengenai benda yang panjang; lihat: harbe.
B547,arbis,menyinggung sesuatu; menggerakkan sesuatu; mangarbis: menyinggung tentang; pangarbis: garis singgung.
B548,ardang,sajak; pangardang: pembuat sajak
B549,ardang; ordang,menanami bibit kacang atau benih padi sawah tadah hujan
B550,ardom,sejenis penyakit kulit amat gatal; juga demikian disebut orang yang selalu menyusahkan orang yang ditemuinya.
B551,arga,harga; nilai; mahal; berharga; sadia argana? berapa harganya? arga huting: harga mati yang tak usah ditawar-tawar; lam tu argana: makin mahal; arga hata: bicara itu mahal; konsekwen; konsisten; mangarga: menawar; menaksir harga; mangargai: menawar harga; paargahon: meninggikan harga; argana i: betapa mahal; marnaarga: berbeda mengenai harga; arganan: lebih mahal; lebih baik (sebenarnya argaan) raganan lihat: kata ini; arga: kira-kira; sekitar (tentang angka dan nilai barang); arga dua; pal daona: sekitar dua kilometer jauhnya; arga dua dua puluh lima taon umurna: umurnya kira-kira (sekitar) dua puluh lima tahun.
B552,argak,lucu
B553,arhar,arhar; i. mangarhar: mencari musuh dalam semak-semak. ii. pangarhari: ilmu tenung yang mempergunakan telur rebus; penenung lewat telur masak.
B554,ari,hari; keadaan cuaca; waktu pada hari; waktu pada tahun; arian: pada siang hari; narian: tadi siang; ariari: setiap hari; sadarion: (dari sada ari on) hari ini; nantoari: kemarin; nantoari sada: kemarin dulu; ginjang ari: hari penuh; tingkos ari:matas ari: tengah hari; guling ari: petang; botari; bodari: sore; malam; saonari (dari sada ari on); sekarang; saat ini; hos ni ari: pada tengah hari; siapari: sehari-hari; hangoluon siap ari: nafkah sehari-hari; kehidupan sehari-hari; nafkah setiap hari; harus diingat bahwa satu hari penuh mulai jam 06.00 pagi sampai dengan jam 18.00 sore; tidak dihitung hari tetapi malam; torang ni arina i: keesok harinya; ari raya: hari raya; parsadarian: yang memakan waktu satu hari contoh dalan parsadarian: perjalanan sehari; patoluarihon: pada hari ketiga; manipat ari: sehari penuh; sepanjang hari; marholangholang sadari: berselang-selang satu hari; arian dohot borngin: siang dan malam; sadarina i: seharian itu; manjujur ari: meniti; memilihat: hari; ari logo: musim kering; ari rondo:ari udan: musim hujan; ari ngali; hari dingin; las ari: hari panas; las ni ari: panasnya hari; didadang ari: dipanasi matahari; na ro ari: mau datang guruh; tiur ari: dinihari; mata ni ari: matahari; siulubalang ari: terang harinya; p.b.: masiboan pordana tu langgu ni sasabi; masiboan rohana tu siulubalang ari: biarlah setiap orang sesuai dengan perilakunya; setiap orang adalah lain; ido pangalahona di siulubalang ari: itulah takdirmu di dunia ini; mata ni ari ni pat (tot); mata kaki; ariari ni jolma: usia; umur manusia; sori ni ari: penderitaan; nasib malang; ndang sadihari (dari: ndang sadia ari); tak sempat; sadihari (dari sadia ari); kapan ? mangan ari na pitu : terkena hari ketujuh; yakni satu dari tiap tujuh hari; adalah hari buruk; hendaknya jangan dimulai hal penting hari itu; napinangan ni ari: termakan hari; naas; sial; bona ni ari: marga yang dari dulukala merupakan asal bagi nenek perempuan kita; pantas dihormati; boru sadari: cacian: perempuan murahan; gadis yang gampang diperoleh; pangariarion: merasa sakit kalau kencing; mangarihon; menginginkan orang lain susah; dua anak na huarihon di hasiangan on: saya dikaruniai dua orang anak; holan sinamothi na huharihon: hanya hartakulah yang kupakai; ariari ni tondi; silihat: roh; korban kepada roh sendiri (ariari: nasib); marsiariari ni tondina be: mereka mohon penyelamatan roh masing-masing.
B555,ari logo,hari-hari (musim) kemarau
B556,arian,siang
B557,arian,siang hari
B558,arimbos,arimbos=alimos: sesuatu yang hanya samar-samar kelihat:atan atau sayup-sayup kedengaran; arimbos hubege: saya dengar selentingan (kabar burung); secara tidak langsung. arimo: harimau buluh; macan loreng.
B559,aring,jaring untuk penangkap ursa.
B560,ariparip,sejenis kelelawar.
B561,arir,arir; mangarirhon: menaburkan; menghamburkan; mangarirhon ha-tana: menguraikan; memaparkansegala macam dengan kata-kata; mangariri: menimba; menyendok air.
B562,arirang,arirang; bunga enau jantan; pada pohon enau di tempat ini dibuat irisan untuk mendapatkan tuak.
B563,ariri,mengurangi air nasi
B564,aris,agak mirip; hampir serupa; menyerupai.
B565,arit,arit; mangarit: mengukir; mengerat dengan pisau; meruncingi.
B566,aritia,lihat: artia.
B567,aritonang,nama daerah tepi danau toba; nama punguan sebuah marga
B568,arjang,melangkah-langkahi; Tidak secara berurutan
B569,arloji,jam tangan
B570,arlolo,kumpul berkeliling
B571,arnuarne,tiruan bunyi suling.
B572,aro,nama sejenis ikan laut.
B573,arop,arop; mangarop: mengharap; arop ni roha: harapan; pengha-rapan; pangaropan: penghadangan; lihat: arap.
B574,arpas,arpas; marpasarpas: menggelepar-gelepar; menggeragau (burung yang disembelihat:).
B575,arpe,arpe; mangarpe: melingkar; (lihat: harpe).
B576,arsak,arsak; arsak ni roha: kesedihan hati; kemurungan hati; marsak: bersedih hati; berduka; murung; umumnya bersama kata roha: karena mengungkapkan perasaan; marsak rohangku: sedih hatiku; mangarsakhon: merasa sedih tentang; menyusahkan; mangarsahi: membuat bersedih hati; menyusahi; paarsakarsak: menyusahkan; diarsak na mate; diarsak na mangolu: yang mati bikin susah; yang hidup pun bikin susah; mate marsak: meninggal karena bersedih hati.
B577,arsam,.resam; sejenisenis tumbuhan paku. ii. siarsamarsam: dirusakkan; sampah yang tidak berguna.
B578,arse,daerah di angkola.
B579,arsik,arsik; marsik: kering; kehabisan air; (tentang sungai; anak sungai); mangarsik: mengeringkan; siarsik ngarngar: sejenis racun yang bekerjanya lambat dan mengakibatkan penyakit yang sulit disembuhkan.
B580,arsik;marsik,kering; mengering
B581,arsunggul,terbangun karena
B582,arta,harta benda; milik; mararta: mempunyai harta; na arta: mahal; penuh nilai; berharga = arga.
B583,arta (harta),ugasan
B584,arti,arti; arti ni mata ni ari: sinar matahari; arti ni bagas: cahaya matahari yang masuk melalui lobang dinding rumah ke dalam kamar. ii. mangarti: memahami; mengerti.
B585,arti kiasan,tipu
B586,artia,hari pertama pada penanggalan.
B587,artohap,orang yang memperoleh pahala
B588,aru,sejenis pohon yang sangat rindang.
B589,aru – aru,tenggorokan
B590,aruaru,kerongkongan (jambar peniup serunai)
B591,aru-aru,kerongkongan
B592,aruk,aruk; mangaruk: menancap; mangarukhon: menancapkan; meng-hujamkan.
B593,arum,arum; siarum sejenis sayur sama rupanya dengan bayam; maraek ni siarum: terus-menerus berair (tentang luka).
B594,arumas,sabut dalam daging dan di buah-buahan; juga: di dalam kayu; serpih kayu.
B595,arun,demam; malaria; marun; arunon: mendapat demam; arun hatoban: demam yang kumat pada malam hari saja.
B596,arung,alang-alang.
B597,arur,arur; ende arur: sejenis nyanyian percintaan; puisi yang bersifat jawab-menjawab antara pemuda-pemudi; arur ni roha: dugaan; apa yang diduga; mangarur: menduga; menaruh pengertian pada seseorang.
B598,arus,arus; i. mangarus: memperbanyak air susu dengan diet pada seorang wanita. ii. mangarus rupa: menerka; mencoba menanda siapa orang ini.
B599,arut,arut; i. mangarut: mencuri; mencopet; membongkar. ii. mangarut: mengurut; memijat (angk). iii. partalitali haen niarutna: orang yang terang-terangan membawa barang curian di atas kepalanya; pencuri terang-terangan.
B600,asa,maka; jadi; baru (membuat kesimpulan dan menyimpulkan); di si pe asa: di situlah baru; dung pe asa: baru sesudah itu contoh dung pe ro ho; asa alusanku ho: baru sesudah kau datang; kujawab; ndang pola leleng asa mardenggan nasida: tak berapa lama; maka mereka berdamai; asa i do hape alana: maka rupanya itulah sebabnya. ii. agar; supaya; sehingga (menunjuk niat); asa unang: supaya jangan; asa anggiat: agar supaya; asa tung: agar kiranya; supaya mungkin. iii. dari pada (dalam perban-dingan). iv. mangasahon:di-pangasahon: menganggarkan; mengharapkan akan; percaya; bisukna i dipangasahon: kelicikannya yang dianggarkan. v. mangasaasa: bermulut besar; menakut-nakuti orang dengan omongan; menantang berkelahi dengan omongan besar (mengenai orang yang mau membuat musuhnya takut). vi. mangasa gogo: (mungkin dari marnasagogo) membuat sesuatu dengan sekuat tenaga.
B601,asa dipollati ho,agar kamu digebuki
B602,asa tanggo partuturan,supaya kekerabatan berlangsung mengental; tidak mudah terputus.
B603,asa tau sibuk,supaya jadi daging
B604,asaasa,sejenis ikan laut kecil yang dikeringkan.
B605,asal,asal; asalkan saja; asalma hipas iba: asal awak sehatlah. ii. bahan dasar; sumber; abit do asal ni harotas: kayulah bahan dasar (asal) kertas.
B606,asam,nilai; harga; berharga; mangasam: menaksir harga; menilai; na so marasam: tidak berharga; tak bernilai; ndang tarasam: tak ternilai; harga yang tidak dapat ditaksir.
B607,asang,asang; mangasangasanghon = mangasahon; diasanghon gogona: menganggarkan tenaga; dia percaya atas tenaganya; mengandalkan.
B608,asap,asap; i. mangasapi: menghasut; mengajak; menantang. ii. mangasap: membakar kemenyan; mangasap daupa: mendoakan kemenyan. asar: sarang burung; petiduran binatang; marasar: bersarang; mangasar: beranak (tentang ternak); asar ni poso-poso: rahim; kandungan ibu; p.b.: pulik asar ni lali; pulik asa leangleang; pulik na sinali; pulik na nilehon: lain sarang elang; lain sarang walet; lain hutang; lain pemberian.
B609,asar,sarang
B610,asasa; asa-asa,ikan tawar
B611,ase,ase; mangase: membuat persembahan di ladang; agar tanam-tanaman di ladang bertumbuh dengan baik; pangaseon: tempat persembahan; tempat atau panggung untuk meletakkan persembahan.
B612,asi,kasihan; menaruh belas kasihan; sayang; rahmat; asi ma roham: kasihanilah; asi ma roha ni debata: semoga allah berbelaskasihan (ucapan tetap dan saleh dari orang yang beragama); asi ni roha: belas kasihan; pengasihan; rahmat; marasi ni roha; marroha asi: berbelas kasihan; asiasi: anugerah; derma; sedekah; mangasii; mengasihani; paasiasi: menyayang-nyayang; hasian: (dari na niasian); kekasih; anak hasian: anak tersayang; manghasiani; diparhasian; menganakmaskan; parasirohaon: sikap pengasihan; hal berbelas kasih; paasiasi ugasan: menyayang-nyayang benda (contoh kenang-kenangan); huasi: rahmat; karunia; (lihat: huasi). ii. = suhi; mangasi: membuat bersiku (kayu); na pinarasiasi: yang dibuat bersiku; tidak bulat. iii. asiasi: dadu; alat main yang menguntungkan; asiasi tinimpus: sejenis sumpah (lihat: gana).
B613,asing,asing; lain; berlainan; berbeda (sian: daripada); umasing = asing; asingasing be: masing-masing berlainan; paasing: membuat lain; dia asingna: apa perbedaanya; na asing; na muba: yang berlainan; yang berubah; siasingasing: sesuatu yang disembunyikan; dirahasiakan; songon na asing rohana: ia mulai bersikap lain; agak gusar; agak lain jalan pikirannya; halak na asing: orang asing; pendatang; orang lain.
B614,asirasa mate,sampai mati
B615,asobe,tasbih; rosario.
B616,asok,perlahan-lahan; hati-hati (angk).
B617,asolhot,lebih dekatkan
B618,asom,asam; masom: masam; mangasomi: memberi asam; na niasoman: yang diasami; asomasom: asam (wajah) melihat:at marah; songon na mida asom: bergembira; bersuka hati (karena keluar air liur dari mulutnya); songon na pinoroan asom: bersusah hati; bersedih (seperti terhadap siapa asam diperas).
B619,aspal,aspal
B620,assosohoton,cekukan
B621,asta,panjangnya lengan bawah; hasta; satu elo; mangastaasta: mengukur dengan elo; kemudian: menghina; merendahkan orang lain. ii. asta: menyatakan keheranan: astaga!
B622,asta; hasta,dinilai rendah atau dianggap tak mampu
B623,astu,astu; mangastui=mangantusi; astuan: makna; arti; marastuan: mempunyai arti (yang da-lam).
B624,asu,anjing; asu (kasar; sering kata mencaci); anak ni asu; boru ni asu: anak jahanam (sebagai vokatif); paasuasu: maki-makian dengan kata asu.
B625,asu (anjing),biang; panangga; siteuhon
B626,asu mangorong,anjing menggonggong
B627,asung,asung; mangasungi; mangasunghon: menuduh; mencaci; memfitnah; pangasungi: pengumpat; pencaci; pemfitnah; orang yang suka bergunjing.
B628,asup,asup; mangasupi: mengancam; menyindir; mengumpat; mengutuk; asupasup: ancaman dengan kata-kata.
B629,ata,ata; mangata: makan daging mentah; yang hanya dipanggang sebentar (dari tata).
B630,ata soso-soso,sebagai saran.
B631,atal,atal; maratalatal marutulutul = manggalang.
B632,atap,bagian bawah periuk.
B633,atas,atas=ginjang; di atas: di atas; di atas ni: di atas dari; tu atas: ke atas; tu atas ni; ke atas dari; matas ari: tengah hari (harf matahari berada di atas); di atas ni ari minggu: lewat hari minggu; si atasbarita: gunung di silindung; mangatasi: mengatasi; melebihi; mardiatasditoru: lengkap atas bawah (pakaian); punya harta dirumah; punya ternak di kandang (bawah rumah); yakni kaya.
B634,ate,ditambahkan pada pertanyaan: bukan? atehe = ate; juga: dikatakan tale = atehe ale; ate: juga: dipakai dalam jawaban dan berarti: anda lihat:at; itulah dia.
B635,ateate,hati; dalam psychologi batak pusat penginderaan dan perasaan; karena itu sering sinonim dengan roha; parateatean: uluhati; mohop ateate; marah; panas hati; lambok ateate: senang; lemah lembut; hansit ateate: sakit hati; bersedih hati; metmet pe ateate ni rongit; ummetmet dope ateatengku: kecil hatinya nyamuk; lebih kecil lagi hatiku; murung sekali; mauliate: terimah kasih; merasa enak; mauliate rohangku: terimakasih; hamauliateon: rasa; ucapan terimakasih; parateate: pemarah; penaik darah; mudah tersinggung; atena; (=rohana);terserah dia; marateatehon: memperhatikan; menyimak; mangate: berani; simarateate: nama sejenis tumbuhan yang daunnya berbentuk hati.
B636,ate-ate,hati
B637,ate-ate,hati
B638,ate-ate,hati; jantung
B639,ate-ate,jantung
B640,ate-atena taroktohon,jantungnya berdebar keras.
B641,atehe,lihat: ate.
B642,atek,atek=atik.
B643,atena,lihat: ateate.
B644,atik,mana tahu; mungkin; barangkali; entah; kalau-kalau; (juga: atek; aik; aek); atik boha: siapa tahu; barangkali; atik tung sura: kalau-kalau; boleh jadi; atik sering dihubungkan dengan kata tung (mungkin); atik tung mate ahu: kalau-kalau aku mati; atik pe: walaupun; sekalipun.
B645,atik; betak,kalau-kalau; mungkin
B646,atim,atim; mangatim: meminjam; mendapat; beroleh; menikmati; mangatim di sangap ni raja do na sinuruna: utusan (wakil raja) mendapat kehormatan karena wibawa raja yang menyuruh dia; menikmati wibawa raja; pangatiman: seseorang yang menguntungkan orang lain karena mendapat dukungan dari dia.
B647,atup,mangatup: berani menghadapi seseorang; paatupatup: seimbang (kekuasaan dan kekuatan contoh dua kerajaan). ii. mangatupi: menyiapkan; mengatuk sekapur sirih; meramu sirih; sangatup: sebanyak dapat dimasukkan ke dalam mulut; sekapur sirih. atur; atur: teratur; mangatur: mengatur; mangaturhon: memerintahkan; mengaturkan; maratur: teratur; rapi; paratur: keteraturan; aturan: aturan.
B648,atup; mangatup,meracik; mencampu
B649,atur; hatur,teratur
B650,aturan,peraturan
B651,au,au=ahu; mangauhon: mengambil; merampas.
B652,auang,auang; (= marauang); meraung mengenai anjing.
B653,auga,kuk kerbau; saauga: sepasang kuk; p.b.; ndang tarulahon sada halak dua auga dibagasan sansogot: tak mungkin satu orang menangani dua kuk kerbau dalam satu pagi; tidak bisa diharapkan dari orang mengerjakan sesuatu yang tidak mungkin.
B654,aum,suap (angk); sangaum: sesuap.
B655,aun,aun; mangaun: mengayun; parsiaunan: ayunan; jingkatan.
B656,aung,aung; maungaung: memanggil-manggil.
B657,aup,aup; maup: hanyut terbawa oleh aliran air; mate maup: mati hanyut; mati tenggelam; mangaupi: membuang ke dalam air; menghanyutkan; aupaup: sampah; kotoran yang terbawa oleh aliran air; aupaup ni toba: cacian; sampah toba; yang tidak bisa lagi dipakai disana.
B658,aur,aur; maraur: dalam keadaan memanjang.
B659,aus,aus; mangaus: piutang orang lain tentang mana diketahui; diam-diam diambil dengan keras; menipu; menyamun.
B660,aus; mamaus,nyengis
B661,aut,sekiranya; seandainya; andaikata; dalam kalimat bersyarat tetapi tidak dipenuhi; aut na tarbahen au: andaikata aku bisa (tetapi saya tidak bisa); juga dalam kalimat harapan: aut ahu ma nian raja: andaikata aku raja; aut ni=aut; aut unang: seandainya tidak.
B662,aut; autsugari,sekiranya; kalau
B663,ayat,ayat.
B664,ba,kata seru menyatakan keheranan. ii. sebagai kata penghubung: dan; seraya; ya; partikel di tengah kalimat: ia olo ho; ba denggan: kalau kau mau; ya baiklah; sering digabung dengan kata; da; baba: dong; nah.
B665,baba,mulut (kasar); moncong; lobang; sering dalam kata-kata cacian; baba pintu: tempat masuk dan keluar pintu; baba ni liang: mulut gua; baba ni mual: asal sumber air; sangkababa: sesuap; sepatah kata; marbaba: bermulut; rantei babam; sip babam: tutup mulutmu; diam kau; pababababa: memaki dengan kata baba; mambabai: mulai mengajar sesuatu; menggurui; anak sibabaan: pelayan yang selalu harus diberi petunjuk dulu; baru bisa berbuat; matubaba: membeli beras sebagai persediaan; pambaba: lidi enau; yang dipakai alat perajut benang tenunan.
B666,baba (mulut),pamangan; simanghudap
B667,baba lambas,mulut besar
B668,baba manghusap-husap,mulut mengunyah-ngunyah
B669,baba ngangang,mulut menganga
B670,baba sip,mulut diam
B671,baba; simangkudap,mulut
B672,babandir,babandir; sibabandir: sejenis kumbang yang dalam bahaya berpura-pura mati; sejenis tanaman paku.
B673,babap,babap; marbabap: runtuh; roboh.
B674,babi,babi; sibabi na bolon: racun yang membuat perut kembung; babi di eme: dikatakan mengenai orang yang berzinah yang tertangkap basah suaminya yang sebenarnya berhak membunuhnya di tempat itu bagaikan seekor babi yang terdapat di ladang; boru sibabi jalang: pelacur; lonte; babion dibahen butongna: tidur; bermalas-malas; kekenyangan seperti seekor babi; babibabi: sejenis lawa-lawa.
B675,babi (babi),pinahan lobu
B676,babiat,harimau; macan; babiat sibolang: harimau berloreng; babiat balemun: harimau besar dan sangat ganas; parbabiatan: sarang; tempat harimau; mangido gogo tu gajah; mangido tongam tu babiat: mencari kekuatan pada orang yang kuat; kemuliaan pada raja.
B677,babo,babo; marbabo: sibuk dengan kegiatan menyiangi di ladang; merumput di sawah pada waktu padi masih pendek; mambaboi: menyiangi; merumputi; baboan: musim menyiangi di sawah; di hamamasa ni baboan: di waktu menyiangi (di silindung pada bulan desember dan januari); menyiangi dulu umumnya tugas kaum perempuan; parbaboan: ladang dimana orang menyiangi; ndang hababoan rohana: ia tidak dapat diperbaiki; sulit dibina; payah berubah sikap; parsoro ni ari na so hababoan: seorang penderita yang tidak lagi dapat dihiburi.
B678,babolhas,sejenis pohon perdu yang daunnya dipergunakan untuk penangkal (sipatolhas begu) sebagai persembahan makanan; bdk bolhas.
B679,babu,pembantu rumah
B680,bada,perkelahian; perlawanan; percekcokan; perbantahan; pertengkaran; perselisihan; marbada: bertengkar; bercekcok; bersengketa; marbadai: saling berbantah; saling berkelahi; parbadabada: orang yang suka bertengkar; mamadai: memarahi; mencaci; pabadabada: menggalakkan orang untuk berkelahi; aha badam tusi: apa perselisihanmu dengan dia; badabada biang: berkelahi seperti anjing; artinya: sebentar-sebentar bertengkar; lalu segera berdamai lagi; bada rohana: culas; pendengki; suka mencibirkan orang; suka mencari pertengkaran.
B681,badak,binatang badak; rhinoceros.
B682,badan,tubuh; badan; (manusia; hewan dan benda-benda); dasar arus sungai; marbadan: berbadan; mempunyai tubuh; badan ni ulos: bagian tengah ulos; sebagai lawan tepi mengenai ulos.
B683,badan (tubuh),simanare
B684,badan; pamatang,tubuh; badan
B685,badar,horbo si badar: kerbau berwarna kemerah-merahan. ii. mangangguk badar: meraung-raung; menangis dengan nyaring.
B686,badia,kudus; suci; sakti; saleh; sering = sahala; sorur ma ho; ale badia ni gurunghu: awal dari mantera; berkenanlah dikau hai arwah sang guruku; badia hatahutan=tunggal panaluan; habadiaon: kesucian; kekudusan; kesalehan; parbadiai: hormati (sebagai yang kudus); parbadia=namarsahala: kudus; mulia; sakti; tondi porbadia: roh kudus; ulaon na badia: perjamuan suci; ekaristi kudus; misa; na sangap; na badia: mulia dan luhur; dipakai untuk tuhan dan manusia.
B687,badoar,sejenis rotan yang menyerupai buarbuar.
B688,badoatan,goyah; berjalan tidak tentu.
B689,baen,baen=bahen.
B690,baen,lah
B691,baeo,seseorang laki-laki
B692,baeo ,baeo = bayo; baean=bayoan.baga; bagabaga: sesuatu yang dijanjikan; janji; parbaga; (diparbaga); menjanjikan sesuatu untuk diri sendiri; mengharapkan; menduga; parbaga; marbagabagahon: menjanjikan; pabagabaga so mahap: janji yang selalu diperbaharui; tetapi tidak pernah ditepati.
B693,baga-baga,pengharapan
B694,bagak,ganteng; cakap; cantik
B695,bagak,ganteng; cantik
B696,bagak (cantik; ganteng),uli; lengket; togos; gopas; gompis
B697,bagalbagal,kain topo; sepotong kain yang sudah buruk = siantal.
B698,baganding,baganding; sibaganding: ular yang berloreng dan berbisa; nama daerah dilembah batang-toru; dopa sibaganding: lihat: dopa; sibaganding naga mangupar=pandingdingan (and).
B699,bagas,rumah; marbagas: punya rumah; artinya berumahtangga; pabagashon: mengawinkan; pardibagas=pardihuta: isteri; bini; parbagasan: perumahan; tempat rumah berdiri atau akan dibangun; mamagashon: meniduri perempuan; di bagasan (ni); di dalam; tu bagasan: ke dalam; mandok dibagasan roha: memikirkan dalam hati sendiri; ninna rohana dibagasan: pikirannya dalam hatinya; parbagasan: bagian dalam; marbagasan: disebelah dalam mempunyai pola lain daripada yang di luar (tentang pakaian); pande bagas: tukang kayu. ii. mendalam; dalam; juga dalam arti kiasan; pabagas: mendalamkan; p.b: patimbo hadabuan; pabagas halonongan: tinggikanlah tempat kejatuhanmu; dalamkanlah tempat tengge-lammu; keberadaan yang disombongkan menjadi tulah atau walat kejatuhan seseorang; bagas rohana: dia arif; bijak; bagas lapatanna: mendalam artinya. bage; i.= gabe. ii. marbagebage: berbagai-bagai; bermacam-macam mengenai sifat; mar-bagebage sitaonon ni jolma: penderitaan orang adalah beraneka ragam.
B700,bage,tersusun rapi; berpakaian rapi
B701,bagi,bagi; bagian; sambagi: sebagian; mambagi: membagi; mamagi dua: membagi dua; marbagi: berbagi; bagian: bagian; sambagian: sebagian; satu bagian; dipambagi: dibagi-bagikan; parbagi: penyebut pecahan; bagibagian: jatah; parbagian: pembagian; siak bagina: bagiannya: kemalangan; malang; melarat; marsiak bagi: malang; miskin; manolsoli bagina: menyesal; menyesali nasibnya; mardua di tangan; marbagi di roha: membagi secara jujur; sebab berhubungan baik satu sama lain; seimbang; adil; bersikap sosial.
B702,bagiaha,bagiaha=manang aha (angk).
B703,baginda,baginda; gelar raja (di angkola biasa dipakai; di toba tidak).
